surname,nationality,split,nationality_index
Prosser,English,train,0
Doughty,English,train,0
Kiely,English,train,0
Major,English,train,0
Gaskell,English,train,0
Jenkinson,English,train,0
Chaplin,English,train,0
Attrill,English,train,0
Purse,English,train,0
Exton,English,train,0
Rice,English,train,0
Gold,English,train,0
Hurley,English,train,0
Worth,English,train,0
Hodgkins,English,train,0
Eddleston,English,train,0
Kerr,English,train,0
Ogrady,English,train,0
Epsom,English,train,0
Oaks,English,train,0
Grose,English,train,0
Laws,English,train,0
Ellrott,English,train,0
Bone,English,train,0
Nicoll,English,train,0
Cronin,English,train,0
Kilnan,English,train,0
Rudd,English,train,0
Elsdon,English,train,0
Ware,English,train,0
Sumner,English,train,0
Hopwood,English,train,0
Cheetham,English,train,0
Stark,English,train,0
Calvert,English,train,0
Stephen,English,train,0
Gaumont,English,train,0
Corlett,English,train,0
Tuthill,English,train,0
Nutt,English,train,0
Street,English,train,0
Durand,English,train,0
Hayes,English,train,0
Yarwood,English,train,0
Tinsley,English,train,0
Turnham,English,train,0
Symonds,English,train,0
French,English,train,0
Cove,English,train,0
Arnott,English,train,0
Ruscoe,English,train,0
Pegg,English,train,0
Reese,English,train,0
Alanson,English,train,0
Langton,English,train,0
Alpin,English,train,0
Fosse,English,train,0
Varley,English,train,0
Toucet,English,train,0
Haggett,English,train,0
Weeks,English,train,0
Reygan,English,train,0
Fenwick,English,train,0
Finnigan,English,train,0
Tonner,English,train,0
Leake,English,train,0
Vann,English,train,0
Ralston,English,train,0
Nicholson,English,train,0
Simmons,English,train,0
Feeney,English,train,0
Coll,English,train,0
Oleary,English,train,0
Dudley,English,train,0
Chester,English,train,0
Brook,English,train,0
Anley,English,train,0
Frostick,English,train,0
Isbill,English,train,0
Tudor,English,train,0
Kenrick,English,train,0
Hart,English,train,0
Elleray,English,train,0
Friend,English,train,0
Poulter,English,train,0
Pereira,English,train,0
Thomson,English,train,0
Goldsworthy,English,train,0
Brewer,English,train,0
Dyerson,English,train,0
Kinniburgh,English,train,0
Oakey,English,train,0
Laverick,English,train,0
Allwood,English,train,0
Adrol,English,train,0
Kirwan,English,train,0
Widdows,English,train,0
Eastaugh,English,train,0
Spinks,English,train,0
Arah,English,train,0
Halford,English,train,0
Yorston,English,train,0
Mcphee,English,train,0
Vince,English,train,0
Brown,English,train,0
Gibb,English,train,0
Lowrie,English,train,0
Prime,English,train,0
Appleton,English,train,0
Symes,English,train,0
Begum,English,train,0
Kill,English,train,0
Palin,English,train,0
Vockins,English,train,0
Corrigan,English,train,0
Tamber,English,train,0
Shotton,English,train,0
Rothery,English,train,0
Wrenn,English,train,0
Homer,English,train,0
Greenleaf,English,train,0
Field,English,train,0
Humphries,English,train,0
Faye,English,train,0
Mckie,English,train,0
Newton,English,train,0
Gough,English,train,0
Bradley,English,train,0
Brooke,English,train,0
Barton,English,train,0
Donnelly,English,train,0
Brooks,English,train,0
Masters,English,train,0
Newsham,English,train,0
Kendrick,English,train,0
Keene,English,train,0
Cullen,English,train,0
Holgate,English,train,0
Goode,English,train,0
Fearon,English,train,0
Nesbitt,English,train,0
Rowe,English,train,0
Dermody,English,train,0
Simpson,English,train,0
Allsop,English,train,0
Sims,English,train,0
Karim,English,train,0
Emerson,English,train,0
Laird,English,train,0
Ward,English,train,0
Andrew,English,train,0
Hellier,English,train,0
Renshaw,English,train,0
Cliff,English,train,0
Waring,English,train,0
Woods,English,train,0
Wooldridge,English,train,0
Frederikson,English,train,0
Lawal,English,train,0
Featherstone,English,train,0
Creasey,English,train,0
Eastaway,English,train,0
Burge,English,train,0
Tutton,English,train,0
Ledger,English,train,0
Blundell,English,train,0
Cowie,English,train,0
Rumsey,English,train,0
Nobbs,English,train,0
Kinnersley,English,train,0
Kings,English,train,0
Rigg,English,train,0
East,English,train,0
Coulson,English,train,0
Prendergast,English,train,0
Moreno,English,train,0
Heatley,English,train,0
Hopkins,English,train,0
Gilbert,English,train,0
Russon,English,train,0
Orbell,English,train,0
Ridle,English,train,0
Saxton,English,train,0
Routledge,English,train,0
Boon,English,train,0
Oliver,English,train,0
Holdsworth,English,train,0
Elven,English,train,0
Rouse,English,train,0
Ransom,English,train,0
Shea,English,train,0
Fairley,English,train,0
Robins,English,train,0
Inglethorpe,English,train,0
Farrell,English,train,0
Lind,English,train,0
Kearton,English,train,0
Edgell,English,train,0
Notman,English,train,0
Keeble,English,train,0
Patton,English,train,0
Reardon,English,train,0
Gammon,English,train,0
Hilton,English,train,0
Tedd,English,train,0
Bloggs,English,train,0
Robert,English,train,0
Edgley,English,train,0
Radford,English,train,0
Burn,English,train,0
Philips,English,train,0
Fitch,English,train,0
Topham,English,train,0
Tomes,English,train,0
Laurie,English,train,0
Carney,English,train,0
Lyes,English,train,0
Peel,English,train,0
Coomber,English,train,0
Gilbey,English,train,0
Maxwell,English,train,0
Toomey,English,train,0
Charlton,English,train,0
Holloway,English,train,0
Embleton,English,train,0
Linsby,English,train,0
Kelso,English,train,0
Hinde,English,train,0
Yorke,English,train,0
Ernest,English,train,0
Burford,English,train,0
Read,English,train,0
Wright,English,train,0
Rose,English,train,0
Kitson,English,train,0
Piercey,English,train,0
Briggs,English,train,0
Oxby,English,train,0
Wakefield,English,train,0
Winward,English,train,0
Kruger,English,train,0
Donohoe,English,train,0
Jacques,English,train,0
Long,English,train,0
Travis,English,train,0
Barrett,English,train,0
Lawson,English,train,0
Jebson,English,train,0
Jennings,English,train,0
Nutman,English,train,0
Hampson,English,train,0
Western,English,train,0
Keelan,English,train,0
Pullen,English,train,0
Clarkson,English,train,0
Mullen,English,train,0
Leith,English,train,0
Ramsey,English,train,0
Gilmour,English,train,0
Rehman,English,train,0
Stewart,English,train,0
Alexander,English,train,0
Cain,English,train,0
Miles,English,train,0
Trickett,English,train,0
Anker,English,train,0
Cross,English,train,0
Gunby,English,train,0
Hickman,English,train,0
Rampling,English,train,0
Snowdon,English,train,0
Tufnall,English,train,0
Parry,English,train,0
Broomfield,English,train,0
Trevor,English,train,0
Grimes,English,train,0
Monaghan,English,train,0
Timmins,English,train,0
Trollope,English,train,0
Furnell,English,train,0
Cresswell,English,train,0
Froy,English,train,0
Thorley,English,train,0
Odling,English,train,0
York,English,train,0
Alsop,English,train,0
Lendon,English,train,0
Yeung,English,train,0
Verell,English,train,0
Aldersley,English,train,0
Pike,English,train,0
Vale,English,train,0
Somerville,English,train,0
Thornhill,English,train,0
Steadman,English,train,0
Gray,English,train,0
Dolcy,English,train,0
Hawkridge,English,train,0
Yasmin,English,train,0
Kinnison,English,train,0
Cowley,English,train,0
Stringer,English,train,0
Atherton,English,train,0
Nolan,English,train,0
Manson,English,train,0
Ohara,English,train,0
Goldman,English,train,0
Mohammed,English,train,0
Lake,English,train,0
Kilshaw,English,train,0
Blackwell,English,train,0
Foss,English,train,0
Fraser,English,train,0
Ludlow,English,train,0
Milford,English,train,0
Lattimore,English,train,0
Aylett,English,train,0
Kiddle,English,train,0
Hoare,English,train,0
Newman,English,train,0
Inson,English,train,0
Ireson,English,train,0
Fern,English,train,0
Connelly,English,train,0
Thackray,English,train,0
Kampfner,English,train,0
Coates,English,train,0
Clowes,English,train,0
Tunks,English,train,0
Lopes,English,train,0
Mahoney,English,train,0
Unsworth,English,train,0
Keaveney,English,train,0
Dawes,English,train,0
Ludgrove,English,train,0
Procter,English,train,0
Murrell,English,train,0
Laver,English,train,0
Goring,English,train,0
Pillay,English,train,0
Niles,English,train,0
Hall,English,train,0
Noach,English,train,0
Ayton,English,train,0
Morris,English,train,0
Uttley,English,train,0
Oman,English,train,0
Thornes,English,train,0
Howells,English,train,0
Rodger,English,train,0
Jeffries,English,train,0
Rand,English,train,0
Lewry,English,train,0
Walshe,English,train,0
Lovett,English,train,0
Trinder,English,train,0
Dent,English,train,0
Mccallum,English,train,0
Maddocks,English,train,0
Nugent,English,train,0
Holden,English,train,0
Dann,English,train,0
Barnes,English,train,0
Cousins,English,train,0
Rich,English,train,0
Sneddon,English,train,0
Beer,English,train,0
Alam,English,train,0
Wyer,English,train,0
Killeen,English,train,0
Roth,English,train,0
Thurgood,English,train,0
Warden,English,train,0
Packard,English,train,0
Nevis,English,train,0
Obrien,English,train,0
Johannson,English,train,0
Parkins,English,train,0
Rush,English,train,0
Stainton,English,train,0
Farren,English,train,0
Lyme,English,train,0
Henderson,English,train,0
Weir,English,train,0
Wiles,English,train,0
Upfield,English,train,0
Whiteford,English,train,0
Rust,English,train,0
Maloney,English,train,0
Large,English,train,0
Glencross,English,train,0
Cohen,English,train,0
Foley,English,train,0
Anderson,English,train,0
Paisley,English,train,0
Endroe,English,train,0
Shannon,English,train,0
Horner,English,train,0
Mears,English,train,0
Findley,English,train,0
Nova,English,train,0
Hassan,English,train,0
Chatterton,English,train,0
Tarr,English,train,0
Orton,English,train,0
Amin,English,train,0
Varey,English,train,0
Metcalfe,English,train,0
Millar,English,train,0
Smithson,English,train,0
Kennedy,English,train,0
Last,English,train,0
Dimmock,English,train,0
Tomlinson,English,train,0
England,English,train,0
English,English,train,0
Spears,English,train,0
Devine,English,train,0
Reddy,English,train,0
Kinsey,English,train,0
Pawson,English,train,0
Bate,English,train,0
Mcneill,English,train,0
Barron,English,train,0
Rainford,English,train,0
Godden,English,train,0
Mcfadden,English,train,0
Edgson,English,train,0
Ryder,English,train,0
Muir,English,train,0
Michel,English,train,0
Upjohn,English,train,0
Milner,English,train,0
Dickinson,English,train,0
Johanson,English,train,0
Whitlock,English,train,0
Isaacs,English,train,0
Gooding,English,train,0
Trott,English,train,0
Randall,English,train,0
Dunmore,English,train,0
Davis,English,train,0
Grierson,English,train,0
Noyce,English,train,0
Litchfield,English,train,0
Waller,English,train,0
Thomas,English,train,0
Gibson,English,train,0
Collett,English,train,0
Burden,English,train,0
Timberlake,English,train,0
Farrier,English,train,0
Yeatman,English,train,0
Pryor,English,train,0
Humphrey,English,train,0
Dewar,English,train,0
Rigby,English,train,0
Newstead,English,train,0
Butt,English,train,0
Wormald,English,train,0
Finlay,English,train,0
Lane,English,train,0
Travers,English,train,0
Inman,English,train,0
Tohill,English,train,0
Eggison,English,train,0
Trennery,English,train,0
Arnall,English,train,0
Finney,English,train,0
Wagstaff,English,train,0
Steer,English,train,0
Pickard,English,train,0
Yarnall,English,train,0
Oulton,English,train,0
Busby,English,train,0
Clancy,English,train,0
Ronald,English,train,0
Louth,English,train,0
Powers,English,train,0
Trigg,English,train,0
Addley,English,train,0
Thoms,English,train,0
Swift,English,train,0
Pooke,English,train,0
Redding,English,train,0
Trotman,English,train,0
Price,English,train,0
Richmond,English,train,0
Jerry,English,train,0
Buckingham,English,train,0
Glennie,English,train,0
Nichols,English,train,0
Garbutt,English,train,0
Wootton,English,train,0
Purnell,English,train,0
Ashdown,English,train,0
Bishop,English,train,0
Spencer,English,train,0
Quinton,English,train,0
Edmond,English,train,0
Willson,English,train,0
Rosenblatt,English,train,0
Forster,English,train,0
Clarke,English,train,0
Percival,English,train,0
Auberton,English,train,0
Cox,English,train,0
Corcoran,English,train,0
Stanfield,English,train,0
Bains,English,train,0
Greener,English,train,0
Whitaker,English,train,0
Greenhill,English,train,0
Hastings,English,train,0
Lindsay,English,train,0
Mundy,English,train,0
Ollerhead,English,train,0
Sweeney,English,train,0
Hawtin,English,train,0
Elkin,English,train,0
Tinkler,English,train,0
Brookfield,English,train,0
Ludkin,English,train,0
Jagger,English,train,0
Jarrold,English,train,0
Mangnall,English,train,0
Shields,English,train,0
Duke,English,train,0
Winship,English,train,0
Hughes,English,train,0
Magee,English,train,0
Were,English,train,0
Attard,English,train,0
Hammond,English,train,0
Wells,English,train,0
Beattie,English,train,0
Gall,English,train,0
Griffith,English,train,0
Torrens,English,train,0
Debenham,English,train,0
Auborn,English,train,0
Southwick,English,train,0
Bainbridge,English,train,0
Dolan,English,train,0
Heywood,English,train,0
Kromberg,English,train,0
Wileman,English,train,0
Aikman,English,train,0
Millett,English,train,0
Lumb,English,train,0
Rooke,English,train,0
Vickars,English,train,0
Wilde,English,train,0
Rosso,English,train,0
Westgate,English,train,0
Edmonds,English,train,0
Paine,English,train,0
Halliday,English,train,0
Essop,English,train,0
Abdi,English,train,0
Kane,English,train,0
Godfrey,English,train,0
Nayler,English,train,0
Isgate,English,train,0
Frampton,English,train,0
Withers,English,train,0
Wraight,English,train,0
Mcgowan,English,train,0
Denham,English,train,0
Inker,English,train,0
Ellershaw,English,train,0
Jewkes,English,train,0
Turner,English,train,0
Bale,English,train,0
Dempster,English,train,0
Brandrick,English,train,0
Brooker,English,train,0
Maher,English,train,0
Hubbard,English,train,0
Mckeown,English,train,0
Leadley,English,train,0
Utterson,English,train,0
Goodall,English,train,0
Fisher,English,train,0
Marsh,English,train,0
Kirk,English,train,0
Ekin,English,train,0
Whittingham,English,train,0
Ackroyd,English,train,0
Anakin,English,train,0
Ilett,English,train,0
Mcgregor,English,train,0
Openshaw,English,train,0
Rowlinson,English,train,0
Grey,English,train,0
Hibbert,English,train,0
Haddock,English,train,0
Kaur,English,train,0
Kolt,English,train,0
Corbett,English,train,0
Elsmore,English,train,0
Olley,English,train,0
Traynor,English,train,0
Lancaster,English,train,0
Farrington,English,train,0
Martinez,English,train,0
Friel,English,train,0
Haigh,English,train,0
Austen,English,train,0
Rosser,English,train,0
Molloy,English,train,0
D,English,train,0
Townsley,English,train,0
Elms,English,train,0
Harper,English,train,0
Twine,English,train,0
Edwick,English,train,0
Mccluskey,English,train,0
Wellman,English,train,0
Lyall,English,train,0
Lunt,English,train,0
Mawson,English,train,0
Fearnley,English,train,0
Callaghan,English,train,0
Titmuss,English,train,0
Bowers,English,train,0
Boulton,English,train,0
Edgar,English,train,0
Ferreira,English,train,0
Groves,English,train,0
Dodd,English,train,0
Nisbet,English,train,0
Brunet,English,train,0
Stocker,English,train,0
Wellington,English,train,0
Gillies,English,train,0
Thonon,English,train,0
Garber,English,train,0
Aderson,English,train,0
Whitley,English,train,0
Dutt,English,train,0
Lowbridge,English,train,0
Taurel,English,train,0
Craven,English,train,0
Furniss,English,train,0
Emery,English,train,0
Forman,English,train,0
Noble,English,train,0
Liddle,English,train,0
Reading,English,train,0
Oddy,English,train,0
Dundon,English,train,0
Leslie,English,train,0
Fewtrell,English,train,0
Oddie,English,train,0
Trueman,English,train,0
Kirkbride,English,train,0
Sheppard,English,train,0
Kerridge,English,train,0
Villiger,English,train,0
Fellmen,English,train,0
Cutts,English,train,0
Readle,English,train,0
Beveridge,English,train,0
